"accountingfirm","Fair, Anderson & Langerman","3065 S. Jones Blvd., Ste. 100","89146","702-870-7999","Curt","Anderson","CEO, Co-Founding Partner","Meghan","McLean","702-870-7999","meghan@falcpa.com"
"accountingfirm","GALLINA LLP","8920 W. Tropicana Avenue, Suite 105","89147-8132","702-257-7573","John","Zanoni","Partner-in-Charge, Las Vegas","Ashley","Harris","916-784-7800","aharris@gallina.com"
"accountingfirm","GALLINA LLP","8920 W. Tropicana Avenue, Suite 105, Las Vegas, NV","89147-8132","702-257-7573","John","Zanoni","Partner","Ashley","Harris","916-784-7800","aharris@gallina.com"
"accountingfirm","GALLINA LLP","8920 W. Tropicana Ave., Suite 105","89147-8132","702-257-7573","John","Zanoni","Partner","Ashley","Robison","916-724-6838","arobison@gallina.com"
"accountingfirm","Gerety & Associates, CPAs","6817 S. Eastern Ave., Suite 101, Las Vegas, NV","89119","702-933-2213","Daniel","Gerety","President","Daniel","Gererty","702-933-2213","dgerety@geretycpa.com"
"accountingfirm","Gerety & Associates, CPAs","6817 S. Eastern Avenue","89119","702-933-2213","Daniel","Gerety","President","Adrienne","Varner","702-933-2213","avarner@geretycpa.com"
"accountingfirm","Gerety & Associates, CPAs","6817 S. Eastern Avenue","89119","702-933-2213","Daniel T.","Gerety","President","Adrienne","Varner","702-933-2213","avarner@geretycpa.com"
"accountingfirm","Gerety & Associates, CPAs","6817 S. Eastern Ave., Suite 101, Las Vegas, NV","89119","702-933-2213","Daniel","Gerety","President","Daniel","Gerety","702-933-2213","dgerety@geretycpa.com"
"accountingfirm","Gilmore & Gilmore, CPAs","3067 E. Warm Springs Road, Suite 300","89120","702-364-0400","Raven","Gilmore","Shareholder","Deanna","Onori","","deanna@gilmorecpas.com"
"accountingfirm","Grossa And Associates","8681 W Sahara #200","89117","702-699-7775","Michael ","Grossa","Owner","Michael","Grossa","702-699-7775","Michael@cpanv.com"
"accountingfirm","Houldsworth, Russo & Company","8675 S. Eastern Ave.","89123","702-269-9992","Dianna","Russo, CPA","Managing Principal","Andrea","Mestdagh","","andream@thefirmpr.com"
"accountingfirm","Houldsworth, Russo and Company","8675 S. Eastern Ave.","89123","702-269-9992","Dianna ","Russo","Managing Principal","Andrea","Mestdagh","","andream@thefirmpr.com"
"accountingfirm","iQTAXX LLC dba Tax Services Las Vegas","6620 W Flamingo Rd Ste 3","89103","702-871-7884","David","Ghazaryan","Owner","David","Ghazaryan","702-234-7145","david@iqtaxx.com"
"accountingfirm","Johnson Jacobson Wilcox","9139 W Russell Road","89148","702-304-0404","Gary","Johnson","President","Midge","Hall","702-304-0404","mhall@jjwcpa.com"
"accountingfirm","Johnson Jacobson Wilcox","9139 W Russell Road, Las Vegas, NV","89148","702-304-0404","Gary","Johnson","President","Midge","Hall","702-304-0404","mhall@jjwcpa.com"
"accountingfirm","Kane & Company, P.A.","3960 Howard Hughes Pkwy, Suite 500","89169","702-650-7248","Monte","Kane","Managing Director","Monte","Kane","702-650-7248","mkane@kanecpas.com"
"accountingfirm","L.L. Bradford & Company","8880 W Sunset Road, Third Floor","89148","702-735-5030","Lance","Bradford","Managing Partner","Aaron","Dean","702-967-0449","adean@llbradford.com"
"accountingfirm","L.L. Bradford & Company","8880 W. Sunset Road, Third Floor, Las Vegas, NV","89148","702-735-5030","Lance","Bradford","Managing Partner","Aaron","Dean","702-967-0449","adean@llbradford.com"
"accountingfirm","Liberty Tax Service/Viau Holdings, LLC","834 S Boulder Highway","89015","702-834-6464","Sandi","Viau","Franchisee, Owner, CPA","Julie","Chapman","702-834-6464","jaclts@outlook.com"
"accountingfirm","Lynda R. Keeton CPA, LLC","375 N. Stephanie St., Ste. 211","89014","702-914-0253","Lynda R.","Keeton-Cardno","CEO/Managing Member","Darcie","Youngberg","702-914-0253","dyoungberg@keetoncpa.com"
"accountingfirm","Lynda R. Keeton CPA, LLC","375 N. Stephanie Street, Bldg. 2, Ste. 211","89014","702-914-0253","Lynda","Keeton-Cardno","CEO/Managing Member","Darcie","Youngberg","702-914-0253","dyoungberg@keetoncpa.com"
"accountingfirm","Marrs Bergquist CPAs","3615 S Town Center Drive","89135","702-579-2707","Lori","Marrs","Partner","Lori","Marrs ","702-579-2707","lorim@mb-cpa.com"
"accountingfirm","McCarthy Kaster CPAs","163 E Warm Springs Rd","89119","702-898-9000","William","McCarthy","President","Robert","Inman","702-898-9000","bob@mk-cpa.com"
"accountingfirm","McGladrey LLP","300 S. 4th St., Suite 600, Las Vegas, NV ","89101","702-759-4000","William","Wells","Office Managing Partner","Kristan","Ginther","","kristan.ginther@mcgladrey.com"
"accountingfirm","McGladrey LLP","300 S. 4th St., Ste. 600","89101","702-759-4000","William","Wells","managing partner","Cliff","Hart","602-636-6069","cliff.hart@mcgladrey.com"
"accountingfirm","National One Tax Advisors","2625 N Green Valley Pkwy, Ste. 125","89014","702-966-3558","Scott","Mrozek","Finance Director","Scott","Mrozek","702-966-3558","scott@nationalonefinancial.com"
"accountingfirm","Ovist & Howard, CPA's","7 Commerce Center Dr","89014","702-456-1300","Francis","Howard","Managing Partner","Francis","Howard","702-456-1300","fhoward@ohcpas.net"
"accountingfirm","Piercy Bowler Taylor  & Kern","6100 Elton Ave, Ste 1000","89107","702-384-1120","L. Ralph","Piercy","President","Shannon","Hiller","702-384-1120","shiller@pbtk.com"
"accountingfirm","Piercy Bowler Taylor & Kern","6100 Elton Ave, Ste 1000","89107","702-384-1120","L. Ralph","Piercy","President","Shannon","Hiller","702-384-1120","shiller@pbtk.com"
"accountingfirm","Richard A. Perlman, Enrolled Agent","9550 S. Eastern Ave. Ste. 253","89123","702-589-7557","Richard","Perlman","Enrolled Agent","Richard","Perlman","702-589-7557","enrolledagent.grnval@me.com"
"accountingfirm","Richard A. Perlman, Enrolled Agent","9550 S. Eastern Avenue, Suite 253, Las Vegas, NV.","89123","702-589-7557","Richard ","Perlman","Owner","Richard ","Perlman","702-589-7557","enrolledagent.grnval@me.com"
"accountingfirm","Smith & Francis, LLC","6700 Via Austi Pkwy Ste C","89119","702-798-1919","Jackie","Smith","Managing Partner","Robin","Robbins","702-798-1919","RRobbins@smithandfrancis.com"
"accountingfirm","Smith & Francis, LLC","6700 Via Austi Pkwy, Ste C","89119","702-798-1919","Jackie","Smith","CPA","Julie","Murphy","702-798-1919","jmurphy@smithandfrancis.com"
"accountingfirm","Smith & Francis, LLC","6700 Via Austi Pkwy, Ste. C","89119","702-798-1919","Jackie","Smith","Managing Partner","Robin","Robbins","702-798-1919","RRobbins@smithandfrancis.com"
"accountingfirm","SOS Tax","6280 S Valley View Blvd Ste A112","89118","702-248-6830","Mario","Motta","CEO","Aylin","Rodriguez","702-248-6830","info@sostax.net"
"accountingfirm","SR Bookkeeping Services","","89044","702-403-5881","Suzann","Wilcox","Owner","Suzann","Wilcox","702-403-5881","srwilcox@cox.net"
"accountingfirm","Stewart, Archibald & Barney, LLP","7881 West Charleston Blvd., Suite 250","89145","702-579-7000","Robert ","Worthen","CEO","April","Kemp","702-944-2464","akemp@cimmp.com"
"accountingfirm","Stout Keeton LLC","375 N. Stephanie Street, Bldg. 2, Ste. 211","89014","702-322-1192","Lynda","Keeton-Cardno","","Darcie","Youngberg","702-914-0253","dyoungberg@keetoncpa.com"
"accountingfirm","Summit Consultancy Group","4730 S. Ft. Apache Rd., Suite 220","89147","702-732-4302","Elizabeth ","Mercier","Managing Director","Ronald","Egge","702-732-4302","regge@summit-cpa.com"
"accountingfirm","TheOfficeSquad","7495 W. Azure Dr. #110, Las Vegas, NV ","89130","702-649-3495","Dida","Clifton","CEO and Founder","Dida","Clifton","702-649-3495","dida@theofficesquad.com"
"accountingfirm","TheOfficeSquad","7495 W. Azure Dr. #110, Las Vegas, NV ","89130","702-649-3495","Dida","Clifton","CEO and Founder","Dida","Clifton","702-649-3495","mystaff@theofficesquad.com"
"accountingfirm","Tompkins & Peters CPAs, P.C.","1880 E. Warm Springs Road, Ste. 115","89119","702-456-4272","Dana","Tompkins","Stockholder","Renee","Sims","702-456-4272","renee@tpcpas.com"
"accountingfirm","Tompkins & Peters CPAs, P.C.","1880 E. Warm Springs Road, Suite 115; Las Vegas, NV","89119","702-456-4272","Dana","Tompkins","President","Elaine","Serwacki","702-456-4272","elaine@tpcpas.com"
"accountingfirm","VeeCee, LLC","2831 Saint Rose Parkway","89052","702-458-3124","Helayne","Celano","President","Helayne","Celano","702-458-3124",""
"advertisingagency","company_name","address","zip","phone","exec_first_name","exec_last_name","exec_title","author_first_name","author_last_name","author_phone","author_email"
"advertisingagency","3 Martini Lunch Advertising & Design","241 W. Charleston Boulevard, #130","89102","702-522-0808","Rick","Tomich","Managing Partner","Rick","Tomich","702-522-0808","rick.tomich@3mladvertising.com"
"advertisingagency","3 Martini Lunch Advertising & Design","2121 Industrial Road, Suite 209","89102","702-522-0808","Rick","Tomich","Owner / Partner","Rick","Tomich","702-238-3909","rick.tomich@3mladvertising.com"
"advertisingagency","Allen Advertising","P.O. Box 97084, Las Vegas, Nv","89193","702-361-5393","Gail","Allen","President","Gail","Allen","702-361-5393","gailinlv@yahoo.com"
"advertisingagency","B&P Advertising, Media and Public Relations","900 S. Pavilion Center Drive, Suite 170","89144","702-967-2222","Chuck","Johnston","President","george","mccabe","702-325-7358","gmccabe@bpadlv.com"
"advertisingagency","B&P Advertising, Media and Public Relations","900 S. Pavilion Center Drive, Suite 170","89144","702-967-2222","Chuck","Johnston","President","George","McCabe","702-967-2222","gmccabe@bpadlv.com"
"advertisingagency","B&P Advertising, Media and Public Relations","900 S. Pavillion Center Drive, Suite 170","89144","702-967-2222","Chuck","Johnston","President","George","McCabe","702-967-2222","gmccabe@bpadlv.com"
"advertisingagency","BRAINtrust Marketing","8948 Spanish Ridge Avenue","89148","702-862-4242","Michael","Coldwell","Managing Partner","Michael","Coldwell","702-862-4242","michael@braintrustlv.com"
"advertisingagency","Carvalho Creative","520 Fremont St., Suite 140","89101","702-823-3211","Timothy","Carvalho","Principal Creative","Jillian","Joyce","",""
"advertisingagency","Carvalho Creative","520 Fremont St., Suite 140 ","89101","702-823-3211","Timothy","Carvalho","Owner","Jillian","Joyce","",""
"advertisingagency","CIM Marketing Partners","8367 W. Flamingo Rd., Suite 200","89147","702-944-2464","Darcy K.","Neighbors","Founder/CEO","April","Kemp","702-944-2464","akemp@cimmp.com"
"advertisingagency","CIM Marketing Partners","8367 W. Flamingo Road, Suite 200","89147","702-944-2464","Darcy K.","Neighbors","Founder/CEO","April S.","Kemp","702-944-2464","akemp@cimmp.com"
"advertisingagency","CIM Marketing Partners","8367 W. Flamingo Road, Suite 101","89147","702-944-2464","Darcy K.","Neighbors","founder/CEO","Don","Pursell","702-944-2464","dpursell@cimmp.com"
"advertisingagency","CopyStaff.com","452 E. Silverado Ranch Blvd #278","89183","702-518-6183","John","Mitchell","Chief Operating Officer","John","Mitchell","","staff@copystaff.com"
"advertisingagency","Creative Vision Communications ","creativevisionlv@yahoo.com","","","Kim Schofield","- Deborah Clayton","co-owners","kim","sherwood schofield ","702-528-4199","creativisionvisionlv@yahoo.com"
"advertisingagency","Creative Vision Communications","","","","","","","Deborah ","Clayton","702-528-7940","creativevisionlv@yahoo.com"
"advertisingagency","Creative Vision Communications","creativevisionlv@yahoo.com","","702-528-4199","Deborah Clayton/ Kim Sherwood-Schofield","","Business Partners","Deborah","Clayton","702-528-7940","creativevisionlv@yahoo.com"
"advertisingagency","CreativeThinking","PO Box 751674","89136","702-529-1575","Bridgette","Bryant","CEO","Bridgette","Bryant","702-529-1575","info@creative-thinking.us"
"advertisingagency","G Creative ","8950 W. Tropicana","89147","702-558-9689","Peggy","Copeland","Dir. of Account Services","Peggy","Copeland","702-558-9689","peggy@gcads.com"
"advertisingagency","G Creative","105 E. Reno Ave, Suite 4","89119","702-558-9689","Peggy","Copeland","Account Manager","Peggy","Copeland","702-558-9689","peggy@gcads.com"
"advertisingagency","Geary Company","3136 E. Russell Road","89120","702-382-9610","Jim McKusick","John Dalrymple","Managing partners","Beth","Lano","702-382-9610","beth@gearycompany.com"
"advertisingagency","Imagine Communications","11500 S. Eastern Ave., Suite 250","89052","702-837-8996","Brian","Rouff","Managing partner","Melissa","Biernacinski","702-837-8996","mbiernacinski@weareimagine.com"
"advertisingagency","Imagine Communications","11500 S. Eastern Ave. Suite 250","89052","702-837-8996","Brian","Rouff","Managing partner","Melissa","Biernacinski","702-837-8996","mbiernacinski@weareimagine.com"
"advertisingagency","Kirvin Doak Communications","7935 West Sahara Ave, Suite 201","89117","702-737-3100","Debbi","Medsker","Vice President","Bill","Doak","702-737-3100","bdoak@kirvindoak.com"
"advertisingagency","Kirvin Doak Communications","7935 W Sahara, Suite 201","89144","702-737-3100","Dave","Kirvin","Partner","Dave","Kirvin","702-737-3100","dkirvin@kirvindoak.com"
"advertisingagency","Letizia Mass Media","5460 Desert Point Dr. ","89118","702-777-2121","Tom","Letizia","Chairman of the Board","Laura","Nichols","702-777-2121","Laura@Letmm.com"
"advertisingagency","Magnum Integrated Marketing","101 Convention center Drive suite 1115 Las Vegas Nevada ","89109","702-522-1833","Ken ","Ciancimino","President","Ken","Ciancimino","702-522-1833","kciancimino@magnummark.com"
"advertisingagency","Marketing Out The Box","7345 S. Durango Dr.","89119","702-723-3470","Shaun","Maddox","","Shaun","Maddox","","info@marketingoutthebox.com"
"advertisingagency","MassMedia","2863 St Rose Pkway","89052","702-433-4331","Paula","Yakubik","Managing Partner","Hannahmae","Dela Cruz","702-433-4331","Hannah@massmediacc.com"
"advertisingagency","MassMedia","2863 St. Rose Pkwy","89052","702-433-4331","Paula","Yakubik","Managing Partner","Paula","Yakubik","702-433-4331","paula@massmediacc.com"
"advertisingagency","MorrisMadsen Advertising","1880 E Warm Springs Suite 125","89119","702-463-9730","Emily","Morris","Managing Partner","Emily","Morris","702-463-9730","emily@morrismadsen.com"
"advertisingagency","New Ad Marketing","4305 Dean Martin Drive, Suite 100","89103","702-359-0390","Ray","Garza","President","Alex","Garza","702-263-3629","alexnicole1@gmail.com"
"advertisingagency","New Customer Delivery Service","9101 W. Sahara Ave #105-D28 Las Vegas NV","89117","702-735-0503","Jason","Ripps","Director","Stephan","Ripps","702-735-0503","newcustomerdelivery@yahoo.com"
"advertisingagency","Pivotal Communications","4536 Dawn Peak Street","89129","702-292-2279","Stan","Friedman","Partner","Stan","Friedman","702-292-2279","stan@pivotalcom.com"
"advertisingagency","Pivotal Communications","4536 Dawn Peak Street","89129","702-292-2279","Stan","Friedman","Managing Partner","Stan","Friedman","702-292-2279","stan@pivotalcom.com"
"advertisingagency","PRAGER Advertising & Design","","","702-510-5827","Aaron","Prager","Owner","Aaron","Prager","702-510-5827","aaron@aaronprager.com"
"advertisingagency","Q ad | pr","8080 W. Sahara Suite A","89117","702-256-5511","Tim","Quillin","President","Cindy","Pino","702-256-5511","cpino@qapr.com"
"advertisingagency","Quillin Advertising, Public Relations & Social Media","8080 West Sahara Avenue, Suite A","89117","702-256-5511","Tim","Quillin","President","Tim","Quillin","702-256-5511","tquillin@quillinlv.com"
"advertisingagency","R&R Partners","900 S. Pavilion Center Drive","89144","702-228-0222","Billy","Vassiladis","CEO & Principal","Betsy","Ward","702-318-4229","betsy.ward@rrpartners.com"
"advertisingagency","R&R Partners","900 South Pavilion Center Drive","89144","702-228-0222","Billy","Vassiliadis","CEO & Principal","Betsy","Ward","702-318-4229","betsy.ward@rrpartners.com"
"advertisingagency","R+W Advertising","6061 S. Ft. Apache Rd.","89148","702-947-7777","Scott","Robertson","CEO","Scott","Robertson","702-234-5325","Scott@rw-west.com"
"advertisingagency","R+W Advertising","6061 S. Ft. Apache Rd. Suite 100","89148","702-947-7777","Scott","Robertson","CEO","Scott","Robertson","702-234-5325","scott@rw-west.com"
"advertisingagency","R+W Advertising","6061 W. Apache, Suite 100","89148","702-947-7777","Scott","Robertson","Owner","Marina ","Nicola","702-586-2137","mnicola@wearevoxsolid.com"
"advertisingagency","Shonkwiler Partners","9670 West Tropicana #120","89147","702-212-0444","Terry","Shonkwiler","Pres","Jen","Laking","702-212-0444","jen@luckyclients.com"
"advertisingagency","SK+G","8912 Spanish Ridge Avenue","89148","702-478-4000","John Schadler / Jerry Kramer","","Managing Partners","Michele","Madole","702-478-4000","michele.madole@skgadv.com"
"advertisingagency","SK+G","8912 Spanish Ridge Ave","89148","702-478-4060","Michele","Madole","Director of PR","Michele","Madole","702-478-4060","michele.madole@skgadv.com"
"advertisingagency","TeamAMC/American Media Corporation","6023 McLeod Drive","89120","702-251-3100","Mike","Almeido","Principal","Ericka","Carr","702-251-3100","ericka@teamamc.net"
"advertisingagency","The Diversity Agency","4305 Dean Martin Drive Suite 100","89103","702-530-7597","Ray","Garza","President","Alex","Nicole","702-263-3629","alexnicole1@gmail.com"
"advertisingagency","The Geary Company","3136 E. Russell Road","89120","702-382-9610","John","Dalrymple","COO/Partner","Sandra ","Allen","702-382-9610","sandy@gearycompany.com"
"advertisingagency","The Geary Company","3136 E. Russell Rd","89120","702-382-9610","John","Dalrymple","Partner","sandra","allen","702-382-9610","sandy@gearycompany.com"
"advertisingagency","The Glenn Group","241 West Charleston Blvd, Ste. 111, Las Vegas","89102","702-256-0065","Valerie","Glenn","CEO & Principal","Gina","Brooks","775-686-7791","gbrooks@theglenngroup.com"
"advertisingagency","The Glenn Group","241 W. Charleston Blvd, Ste. 111","89102","702-256-0065","Valerie","Glenn","CEO & Principal","Gina","Brooks","775-686-7791","gbrooks@theglenngroup.com"
"advertisingagency","The Glenn Group","6600 Amelia Earhart Ct., Ste. A","89119","702-256-0065","Valerie ","Glenn","CEO & Principal","Gina","Brooks","702-256-0065","gbrooks@theglenngroup.com"
"advertisingagency","The Hispanic Agency, LLC dba The Diversity Agency","4305 Dean Martin Drive, Suite 100","89103","702-530-7597","Ray","Garza","President","Alex","Garza","702-263-3629","alexnicole1@gmail.com"
"advertisingagency","The Idea Factory","8430 W. Lake Mead Blvd","89128","702-253-0967","Jan","Scarborough","Principal","Jan","Scarborough","702-253-0967","jan@tifonline.com"
"advertisingagency","The Idea Factory","8430 W. Lake Mead Ste. 100","89128","702-253-0967","Jan","Scarborough","Principal","Jan","Scarborough","702-253-0967","jan@tifonline.com"
"advertisingagency","The Rojas Group","9120 W. Post Road, Suite 777, Las Vegas, NV","89148","702-591-6300","Thomas","Rojas","Owner / President","Thomas","Rojas","702-591-6300","tkrojas@gmail.com"
"advertisingagency","Thought Division","10795 W Twain Avenue, Suite 100","89135","702-331-4451","Monty","Lapica","Founder / President","Monty","Lapica","702-331-4451","monty@thoughtdivision.com"
"advertisingagency","Trosper Communications, LLC","2275 Corporate Circle, Suite 275","89074","702-965-1617","Elizabeth ","Trosper","Principal ","Savannah","McBride","702-965-1617","savannah@trospercommunications.com"
"advertisingagency","Trosper Communications, LLC","10120 S. Eastern Ave. Ste. 250","89052","702-492-4935","Elizabeth ","Trosper","Pricipal","Savannah ","McBride","702-492-4937","Savannah@trospercommunications.com"
"advertisingagency","Velvet Marketing","3200 Polaris Ave #21","89108","702-733-1913","Tyrus","Tom","Owner","Tyrus","Tom","702-733-1913","Tyrus@VelvetMarketing.com"
"advertisingagency","VIRGEN Inc.","151 East Warm Springs Rd","89119","702-616-0624","Merrell","Virgen","president/creative director","Melissa","Camarena","702-616-0624","mcamarena@virgenad.com"
"advertisingagency","WG Communications Group","","","702-869-9734","","","","Terri ","Weisbord","702-869-9734","Terri@wgcommgroup.com"
"advertisingagency","WG Communications Group","P,O Box 370396","89137","702-869-9734","","","","Terri","Weisbord","702-869-9734","Terri@wgcommgroup.com"
"advertisingagency","William Joseph Communications","500 - 3960 Howard Hughes Parkway","89169","702-990-3737","Ryan ","Townend","CEO","Ryan","Townend","403-770-4900","r.townend@williamjoseph.com"
"advertisingagency","William Joseph Communications","3960 Howard Hughes Parkway, Suite 500","89169","702-990-3737","Ryan","Townend","CEO","Jordan","Biegler","877-770-0840","j.biegler@williamjoseph.com"
"advertisingagency","www.constructionbiz.org","","","","Nick","Kasik","President / Owner","Nick","Kasik","702-787-1847","constbiz1@gmail.com"
"advertisingagency","Yinski Designs","20 Via Verso Lago","89011","702-835-2034","Bret","Pawlowski","Managing Partner","Lea","Pawlowski","702-835-2034","info@brandsinmotion.com"
"advertisingagency","Yinski.com","20 via verso lago","89011","702-835-2034","Bret","Pawlowski","CEO","Lea","Pawlowski","702-835-2034","bret@yinski.com"
"advertisingagency","Yinski.com","6512 N. Decatur Blvd.","89131","702-997-9734","Bret","Pawlowski","CEO","Lea","Pawlowski","702-835-2034","bretski.bret@gmail.com"
"angelfundinvestor","company_name","address","zip","phone","exec_first_name","exec_last_name","exec_title","author_first_name","author_last_name","author_phone","author_email"
"angelfundinvestor","Asset Advisory Group","2785 Pacific Coast Hwy #E-712","90505","424-263-2134","Teresa","Paradise","Broker--Principle","Teresa","Paradise","424-263-2134","aagmarketing@yahoo.com"
"angelfundinvestor","Coloma Ventures","10795 W Twain Avenue, Suite 100","89135","702-331-4599","Monty","Lapica","Founder / Managing Partner","Alia","Preston","","info@colomaventures.com"
"angelfundinvestor","Hamilton Lane Advisors, LLC","3753 Howard Hughes Parkway Suite 200","89169","702-784-7690","Miguel ","Luina","Vice President","Kristy","Wayne","415-365-1064","kwayne@hamiltonlane.com"
"architecturefirm","company_name","address","zip","phone","exec_first_name","exec_last_name","exec_title","author_first_name","author_last_name","author_phone","author_email"
"architecturefirm","Carpenter Sellers Del Gatto Architects","1919 S. Jones Blvd., Suite C","89146","702-251-8896","Rick","Sellers","Principal/President","Elena","Otter","702-251-8896","eotter@csdarchitecture.com"
"architecturefirm","Carpenter Sellers Del Gatto Architects","1919 S Jones, Suite C","89146","702-251-8896","Steve ","Carpenter","Principal","Lori","Decker","702-251-8896","ldecker@csdarchitecture.com"
"architecturefirm","Cuningham Group Architecture, Inc.","10100 W. Charleston Blvd, Suite 230","89135","702-932-3705","Davison","Ron","Associate","Rebecca","Martinez","310-306-9102","rmartinez@cuningham.com"
"architecturefirm","DLR Group","6675 Edmond Street","89118","702-366-8670","Rudolph ""Rudy""","Starks, Jr.","President","Rudolph ""Rudy""","Starks, Jr.","702-366-8670","rstarks@dlrgroup.com"
"architecturefirm","Ed Vance and Associates","900 South Pavilion Center Dr., Ste. 180","89144","702-946-8195","Edward","Vance","Founder & CEO","Janice","Arvo","702-946-8195","jarvo@edvanceassociates.com"
"architecturefirm","Encompass Studio","241 West Charleston Boulevard","89102","702-733-7759","Barrett","Powley","","Elsie","Powley","702-733-7759",""
"architecturefirm","Gensler","3883 Howard Hughes Parkway, Suite 650","89169","702-893-2800","Beth","Campbell","Managing Principal","Carol","Suda","702-893-2808","carol_suda@gensler.com"
"architecturefirm","Gensler","3883 Howard Hughes Parkway, Suite 650","89169","702-893-2800","J.F.","Finn","Principal and Managing Director","Carol","Suda","702-893-2808","carol_suda@gensler.com"
"architecturefirm","IZ design studio","1701 W Charleston Blvd, Suite 230","89102","702-441-0026","Zach","Broyles","Architect","Zach","Broyles","702-441-0026","info@izdesignstudio.com"
"architecturefirm","JMA Architects, Inc.","10150 Covington Cross Drive","89144","702-731-2033","Cherie L.","Guzman","Strategic Development Director","Cherie L.","Guzman","702-731-2033","cguzman@jmaarch.com"
"architecturefirm","JVA Designs","1555 S Rainbow #200","89146","702-396-1044","Jaes ","Veltman","Owner Architect","JAmes","Veltman","702-396-1044","jim@jvadesigns.com"
"architecturefirm","JVA Designs","1555 S. Rainbow Blvd #200","89146","702-396-1044","James","Veltman","Owner Architect, Planner","James","Veltman","702-396-1044","jim@jvadesigns.com"
"architecturefirm","JVA Designs","2321 Plaza Del Grande","89102","702-396-1044","James ","Veltman","Architect / Planner","Nadene","Veltman","702-396-1044","karen@jvadesigns.com"
"architecturefirm","KGA Architecture","4495 West Diablo Drive, Third Floor","89148","702-367-6900","Ed","Kittrell Jr.","Founding Partner","Dori","Johnson","702-367-6900","djohnson@kgaarchitecture.com"
"architecturefirm","KGA Architecture","9075 W. Diablo Drive","89148","702-367-7898","Ed","Kittrell, Jr.","Founding Partner","Dori","Johnson","702-367-6900","djohnson@kgaarchitecture.com"
"architecturefirm","Klai Juba Architects, Ltd.","4444 West Russell Road, Suite J, Las Vegas, NV","89118","702-221-2254","John","Wald","Principal","Joni","Trageton","702-221-2254","jonitrageton@klaijuba.com"
"architecturefirm","Language of Space","Horizon Ridge","89012","323-816-9018","Pamela ","Edwards","CEO","Michael","WhiteRyan","323-896-0199","michael@languageofspace.com"
"architecturefirm","Lee & Sakahara Architects, Inc.","6280 S. Valley View Blvd #116, Las Vegas, NV","89118","702-270-6600","Gary","Congdon","Principal","Gary","Congdon","702-270-6600","gcongdon@leesaklv.com"
"architecturefirm","Leo A Daly","3770 Howard Hughes Pkwy, Ste 380","89169","702-369-3247","Francis","Dumont","VP, Director of Design","Laura","Foley","702-369-3247","lafoley@leoadaly.com"
"architecturefirm","LGA","241 W. Charleston Blvd. Suite 107","89119","702-263-7111","Craig","Galati","Principal","Melissa","Biernacinski","702-837-8996","mbiernacinski@weareimagine.com"
"architecturefirm","Robert Messiana, Architect","3320 N Buffalo Drive, Suite 208 Las Vegas, NV","89129","702-592-0281","Robert","Messiana","Principal","Robert","Messiana","702-592-0281","info@rmanv.com"
